GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C8Y001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001
"G2500010","1980","A","1","1","Massachusetts","25",,"Barnstable","001",,,,,,,,,,,,,"02",,,,,,,,"BARNSTABLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",147925,0,51430,96495,99946,58556,11952,69618,78307,142967,1796,810,1,1,69,125,72,95,43,21,17,5,0,1903,202,969,482,477,177,724,349,1378,3265,2645,2008,265,74,1378,227
"G2500030","1980","A","1","1","Massachusetts","25",,"Berkshire","003",,,,,,,,,,,,,"F",,,,,,,,"BERKSHIRE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",145110,57554,35536,52020,59245,52400,3066,69041,76069,142064,2036,111,3,2,58,99,54,88,123,31,2,2,1,436,407,3091,1521,1696,627,1308,942,2481,2691,1173,700,86,27,823,158
"G2500050","1980","A","1","1","Massachusetts","25",,"Bristol","005",,,,,,,,,,,,,"E",,,,,,,,"BRISTOL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",474641,381495,6786,86360,176657,166938,7598,225255,249386,457376,4795,589,4,5,129,498,208,220,324,63,25,21,1,10383,1468,18617,10924,8960,3515,2762,2906,4849,6776,4021,2430,272,51,2090,126
"G2500070","1980","A","1","1","Massachusetts","25",,"Dukes","007",,,,,,,,,,,,,"02",,,,,,,,"DUKES COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",8942,0,0,8942,8819,3872,777,4152,4790,8394,307,153,1,0,0,4,4,2,2,0,4,0,0,71,17,56,44,50,11,90,33,128,260,131,56,18,12,176,205
"G2500090","1980","A","1","1","Massachusetts","25",,"Essex","009",,,,,,,,,,,,,"C",,,,,,,,"ESSEX COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",633632,532258,38596,62778,244335,228432,11524,299573,334059,613580,6675,605,15,30,296,794,113,434,481,217,23,7,12,10350,1505,10030,4471,5650,3241,3673,4703,10288,18770,13695,9933,2480,997,2870,203
"G2500110","1980","A","1","1","Massachusetts","25",,"Franklin","011",,,,,,,,,,,,,"01",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",64317,0,22851,41466,26832,24228,1610,31286,33031,63541,285,76,2,3,22,62,31,34,36,12,5,1,1,206,153,857,473,670,282,516,459,1243,1543,834,260,54,10,542,176
"G2500130","1980","A","1","1","Massachusetts","25",,"Hampden","013",,,,,,,,,,,,,"A",,,,,,,,"HAMPDEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",443018,387872,10555,44591,167229,158027,7709,209401,233617,396175,27794,464,3,5,165,336,187,321,282,210,35,7,22,17012,1247,10180,4881,5406,2430,3858,3279,8829,10905,5719,2907,383,128,1723,166
"G2500150","1980","A","1","1","Massachusetts","25",,"Hampshire","015",,,,,,,,,,,,,"A",,,,,,,,"HAMPSHIRE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",138813,60431,37587,40795,46641,44253,1552,66344,72469,134439,2013,129,4,5,183,463,64,137,189,74,15,4,4,1090,234,1793,832,863,369,731,607,1975,3631,2353,1714,328,118,683,205
"G2500170","1980","A","1","1","Massachusetts","25",,"Middlesex","017",,,,,,,,,,,,,"C",,,,,,,,"MIDDLESEX COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1367034,1248146,10244,108644,492966,476201,15682,653152,713882,1313206,25358,1193,37,25,1918,6781,875,1850,3797,640,85,49,40,11180,1788,15138,7686,8504,4390,7250,6064,18577,36777,33859,36584,9523,5483,5128,236
"G2500190","1980","N","1","1","Massachusetts","25",,"Nantucket","019",,,,,,,,,,,,,"02",,,,,,,,"NANTUCKET COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",5087,0,3229,1858,4784,2155,176,2441,2646,4903,106,3,0,0,0,0,7,1,1,0,1,0,0,65,7,8,23,17,4,37,15,85,146,126,82,21,20,89,234
"G2500210","1980","A","1","1","Massachusetts","25",,"Norfolk","021",,,,,,,,,,,,,"C",,,,,,,,"NORFOLK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",606587,551756,8231,46600,212827,207823,4777,286909,319678,591716,6014,486,11,9,501,3251,491,455,1023,234,24,12,10,2350,497,5300,1691,1729,733,1627,1427,4213,10694,11912,17970,5788,3068,2006,273
"G2500230","1980","A","1","1","Massachusetts","25",,"Plymouth","023",,,,,,,,,,,,,"D",,,,,,,,"PLYMOUTH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",405437,214524,36519,154394,151299,132580,5925,196478,208959,389358,8144,674,1,3,125,402,184,223,287,171,16,14,3,5832,416,4105,1591,1769,794,1674,1452,4186,7230,5728,4894,591,230,1534,209
"G2500250","1980","N","1","1","Massachusetts","25",,"Suffolk","025",,,,,,,,,,,,,"C",,,,,,,,"SUFFOLK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",650142,650142,0,0,276731,251929,24538,306546,343596,478227,127232,1317,28,38,780,11595,601,335,1041,1004,67,46,32,27799,2283,23212,9904,12252,6013,10794,8065,20397,30236,21402,18648,6683,4811,2127,192
"G2500270","1980","A","1","1","Massachusetts","25",,"Worcester","027",,,,,,,,,,,,,"B",,,,,,,,"WORCESTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",646352,360517,102080,183755,239835,225323,10538,310697,335655,626890,8724,873,19,5,237,605,182,460,758,495,55,29,19,7001,1392,14265,7968,9531,4118,5630,4389,9359,14091,7956,5317,732,280,3622,159
"G2600010","1980","A","2","3","Michigan","26",,"Alcona","001",,,,,,,,,,,,,"04",,,,,,,,"ALCONA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",9740,0,0,9740,9376,3715,2879,4783,4957,9660,6,43,1,0,3,0,1,1,1,5,0,5,0,14,2,43,61,45,15,44,8,38,22,7,1,1,0,79,137
"G2600030","1980","A","2","3","Michigan","26",,"Alger","003",,,,,,,,,,,,,"02",,,,,,,,"ALGER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0",9225,0,3083,6142,5067,3279,660,4613,4612,8952,49,194,0,0,2,1,0,6,1,4,0,0,0,16,13,152,65,74,27,76,13,49,35,12,1,0,0,73,128
"G2600050","1980","A","2","3","Michigan","26",,"Allegan","005",,,,,,,,,,,,,"06",,,,,,,,"ALLEGAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",81555,0,16643,64912,31864,27232,1728,40464,41091,78354,1471,399,0,9,15,9,40,72,25,16,5,7,1,1132,46,341,231,445,161,441,286,648,794,252,66,7,4,382,167
"G2600070","1980","A","2","3","Michigan","26",,"Alpena","007",,,,,,,,,,,,,"04",,,,,,,,"ALPENA COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",32315,0,12214,20101,13977,11151,1320,15770,16545,32134,19,83,0,0,6,2,2,12,6,3,1,1,0,46,29,205,113,189,88,249,166,417,283,70,12,2,0,139,162
"G2600090","1980","A","2","3","Michigan","26",,"Antrim","009",,,,,,,,,,,,,"04",,,,,,,,"ANTRIM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",16194,0,0,16194,10781,5723,2659,7980,8214,16019,15,119,0,0,0,0,0,4,2,13,1,0,0,21,9,47,46,69,29,97,44,127,137,41,10,1,0,126,167
"G2600110","1980","A","2","3","Michigan","26",,"Arenac","011",,,,,,,,,,,,,"04",,,,,,,,"ARENAC COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",14706,0,0,14706,7695,5099,2391,7279,7427,14529,7,87,0,0,4,2,3,5,5,1,0,0,0,63,24,60,79,89,13,79,23,58,36,11,3,0,1,85,137
"G2600130","1980","A","2","3","Michigan","26",,"Baraga","013",,,,,,,,,,,,,"01",,,,,,,,"BARAGA COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0",8484,0,2500,5984,4270,2929,456,4344,4140,7656,58,754,0,0,0,0,4,1,2,2,0,0,0,7,11,165,56,68,34,46,16,57,26,5,2,0,0,72,123
"G2600150","1980","A","2","3","Michigan","26","0780","Barry","015",,,,,,,,,,,,,"09",,,,,,,,"BARRY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45781,0,6418,39363,19149,15433,2233,22946,22835,45259,66,174,0,0,10,3,8,35,11,7,1,0,1,206,18,97,142,180,100,270,138,383,343,95,34,5,0,216,167
"G2600170","1980","A","2","3","Michigan","26","0800","Bay","017",,,,,,,,,,,,,"C",,,,,,,,"BAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",119881,77678,234,41969,43395,41348,1822,58522,61359,116172,1023,602,0,2,39,33,46,97,32,20,9,5,8,1793,112,814,379,443,229,590,421,1278,2128,1005,303,14,14,426,191
"G2600190","1980","A","2","3","Michigan","26",,"Benzie","019",,,,,,,,,,,,,"03",,,,,,,,"BENZIE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",11205,0,0,11205,7509,4008,875,5475,5730,10970,36,143,0,0,1,0,5,3,3,1,0,0,0,43,11,52,79,68,24,69,30,68,73,14,4,0,0,98,152
"G2600210","1980","A","2","3","Michigan","26","0870","Berrien","021",,,,,,,,,,,,,"06",,,,,,,,"BERRIEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",171276,81655,12156,77465,68758,60276,5140,82642,88634,144007,24817,589,4,0,101,89,198,116,275,13,23,2,5,1037,216,1268,745,1175,655,1281,1216,3454,3642,1265,513,56,13,853,180
"G2600230","1980","A","2","3","Michigan","26",,"Branch","023",,,,,,,,,,,,,"09",,,,,,,,"BRANCH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",40188,0,9461,30727,17997,14014,1905,19772,20416,39855,79,102,0,0,9,11,3,13,14,1,7,0,0,94,47,259,211,236,120,279,134,484,540,152,51,2,3,192,168
"G2600250","1980","A","2","3","Michigan","26","0780","Calhoun","025",,,,,,,,,,,,,"09",,,,,,,,"CALHOUN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",141557,77789,18260,45508,54234,51123,2822,68628,72929,125616,13577,444,1,7,104,69,70,150,102,33,12,1,0,1371,187,887,711,1053,553,1301,970,2526,2587,1113,340,47,7,566,176
"G2600270","1980","A","2","3","Michigan","26",,"Cass","027",,,,,,,,,,,,,"09",,,,,,,,"CASS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49499,2802,6307,40390,21583,17236,1348,24391,25108,44740,4150,253,3,0,18,14,29,13,11,17,8,0,0,243,55,291,219,317,176,332,161,423,345,153,39,7,3,306,156
"G2600290","1980","A","2","3","Michigan","26",,"Charlevoix","029",,,,,,,,,,,,,"04",,,,,,,,"CHARLEVOIX COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",19907,0,6644,13263,11117,7056,1760,9767,10140,19511,15,323,2,0,6,1,2,13,2,3,8,0,3,18,18,90,61,90,30,148,75,264,251,115,50,5,5,135,180
"G2600310","1980","A","2","3","Michigan","26",,"Cheboygan","031",,,,,,,,,,,,,"04",,,,,,,,"CHEBOYGAN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",20649,0,5106,15543,12488,7277,2390,10184,10465,20347,13,240,0,0,10,6,5,7,1,1,2,0,0,17,29,101,81,141,37,161,74,157,151,42,6,3,0,149,156
"G2600330","1980","A","2","3","Michigan","26",,"Chippewa","033",,,,,,,,,,,,,"02",,,,,,,,"CHIPPEWA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",29029,0,14448,14581,16411,9931,2580,14769,14260,26121,369,2394,1,0,13,0,9,10,18,2,0,0,0,92,33,315,221,261,83,258,163,315,263,56,58,5,4,207,154
"G2600350","1980","A","2","3","Michigan","26",,"Clare","035",,,,,,,,,,,,,"04",,,,,,,,"CLARE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23822,0,3300,20522,18544,8686,2713,11548,12274,23620,8,138,0,1,5,0,2,4,5,3,0,0,1,35,29,189,92,168,60,176,92,180,150,29,12,1,0,160,153
"G2600370","1980","A","2","3","Michigan","26","4040","Clinton","037",,,,,,,,,,,,,"E",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",55893,4597,10541,40755,18468,17755,673,27907,27986,54894,169,216,2,0,10,15,18,28,8,12,1,0,0,520,32,91,106,161,78,161,107,418,577,218,107,29,12,192,192
"G2600390","1980","A","2","3","Michigan","26",,"Crawford","039",,,,,,,,,,,,,"04",,,,,,,,"CRAWFORD COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",9465,0,0,9465,7489,3315,2382,4717,4748,9333,56,44,0,0,5,0,0,0,7,3,1,0,0,16,9,46,36,20,28,62,27,97,86,19,5,1,0,67,166
"G2600410","1980","A","2","3","Michigan","26",,"Delta","041",,,,,,,,,,,,,"02",,,,,,,,"DELTA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",38947,0,18888,20059,16905,13568,1360,19107,19840,38290,12,438,1,0,9,4,14,13,11,2,0,0,0,153,68,494,252,333,132,284,204,412,313,95,59,4,2,198,152
"G2600430","1980","A","2","3","Michigan","26",,"Dickinson","043",,,,,,,,,,,,,"01",,,,,,,,"DICKINSON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",25341,0,16550,8791,11250,9536,709,12381,12960,25244,8,37,0,0,5,2,3,6,9,0,1,0,0,26,45,206,130,143,71,135,84,279,275,128,23,0,1,169,164
"G2600450","1980","A","2","3","Michigan","26","4040","Eaton","045",,,,,,,,,,,,,"E",,,,,,,,"EATON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88337,24118,19681,44538,31522,30137,1285,43356,44981,84846,1987,256,7,1,48,58,30,123,63,73,2,0,2,841,79,355,227,296,106,348,248,933,1871,1530,985,47,19,272,225
"G2600470","1980","A","2","3","Michigan","26",,"Emmet","047",,,,,,,,,,,,,"04",,,,,,,,"EMMET COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0",22992,0,6097,16895,12506,8107,2201,11167,11825,22169,100,588,0,7,8,5,11,4,3,1,3,4,0,89,25,130,91,107,48,139,104,304,348,224,151,16,10,158,190
"G2600490","1980","A","2","3","Michigan","26","2640","Genesee","049",,,,,,,,,,,,,"D",,,,,,,,"GENESEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",450449,331931,13921,104597,162989,154641,7940,218032,232417,362824,78804,2685,7,4,171,332,380,357,467,145,72,7,5,4189,306,1798,1096,1690,1085,2109,2033,5813,11210,6133,2523,323,77,1121,210
"G2600510","1980","A","2","3","Michigan","26",,"Gladwin","051",,,,,,,,,,,,,"04",,,,,,,,"GLADWIN COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",19957,0,0,19957,13509,7159,4802,9882,10075,19812,11,95,0,1,1,0,4,1,9,3,1,0,0,19,48,143,72,95,47,119,48,100,85,19,5,0,0,128,147
"G2600530","1980","A","2","3","Michigan","26",,"Gogebic","053",,,,,,,,,,,,,"01",,,,,,,,"GOGEBIC COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",19686,0,12885,6801,10112,7578,1372,9585,10101,19256,129,260,0,0,6,6,1,2,2,2,1,0,0,21,63,373,170,197,48,106,42,74,48,30,3,2,1,173,117
"G2600550","1980","A","2","3","Michigan","26",,"Grand Traverse","055",,,,,,,,,,,,,"03",,,,,,,,"GRAND TRAVERSE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54899,0,15516,39383,23613,19167,2642,26595,28304,54062,163,389,5,0,15,13,55,22,12,24,1,0,0,138,34,265,150,224,94,245,152,552,858,806,703,58,16,272,221
"G2600570","1980","A","2","3","Michigan","26",,"Gratiot","057",,,,,,,,,,,,,"05",,,,,,,,"GRATIOT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",40448,0,16709,23739,14278,13319,895,19645,20803,39482,36,124,1,1,13,9,4,13,14,4,2,0,0,745,46,291,197,278,119,300,186,448,329,47,22,1,4,158,157
"G2600590","1980","A","2","3","Michigan","26",,"Hillsdale","059",,,,,,,,,,,,,"09",,,,,,,,"HILLSDALE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42071,0,7432,34639,17095,14383,1915,20670,21401,41682,101,68,7,2,23,31,12,5,9,10,3,0,0,118,52,203,180,268,124,293,189,394,299,93,24,9,2,227,158
"G2600610","1980","A","2","3","Michigan","26",,"Houghton","061",,,,,,,,,,,,,"01",,,,,,,,"HOUGHTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",37872,0,15312,22560,16470,12975,1526,20357,17515,37315,110,74,2,0,33,57,13,35,83,11,6,0,0,133,84,594,326,310,85,269,305,430,372,153,192,142,52,279,160
"G2600630","1980","A","2","3","Michigan","26",,"Huron","063",,,,,,,,,,,,,"05",,,,,,,,"HURON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36459,0,3184,33275,17852,12764,2259,17949,18510,36096,25,77,1,0,10,19,7,5,14,1,0,0,0,204,34,208,160,222,85,176,74,256,149,19,7,3,2,261,149
"G2600650","1980","A","2","3","Michigan","26","4040","Ingham","065",,,,,,,,,,,,,"E",,,,,,,,"INGHAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",275520,225989,9000,40531,99517,95179,4247,133510,142010,242649,21282,1503,9,11,392,789,210,396,522,413,25,16,3,7300,173,1517,851,1051,679,2230,2324,5447,9832,6945,4422,1282,467,822,222
"G2600670","1980","A","2","3","Michigan","26","4040","Ionia","067",,,,,,,,,,,,,"07",,,,,,,,"IONIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51815,0,15517,36298,17612,16230,916,27049,24766,49402,1642,188,0,0,11,6,9,34,42,2,0,0,0,479,100,374,256,324,164,306,240,456,399,104,33,4,2,253,155
"G2600690","1980","A","2","3","Michigan","26",,"Iosco","069",,,,,,,,,,,,,"04",,,,,,,,"IOSCO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",28349,0,7750,20599,18006,10162,5995,14305,14044,27219,654,156,1,1,28,17,64,18,8,2,1,1,1,178,38,224,198,279,80,222,128,320,454,110,56,7,2,711,161
"G2600710","1980","A","2","3","Michigan","26",,"Iron","071",,,,,,,,,,,,,"01",,,,,,,,"IRON COUNTY","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",13635,0,0,13635,7739,5430,768,6567,7068,13533,2,60,0,0,2,1,5,0,5,13,0,0,0,14,47,255,105,120,28,67,27,67,44,8,1,0,0,121,116
"G2600730","1980","A","2","3","Michigan","26",,"Isabella","073",,,,,,,,,,,,,"05",,,,,,,,"ISABELLA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",54110,0,23746,30364,18167,16044,1300,26059,28051,52326,488,678,2,1,21,54,9,24,42,7,3,2,1,452,64,390,398,350,109,426,422,565,642,468,306,439,85,208,179
"G2600750","1980","A","2","3","Michigan","26","3520","Jackson","075",,,,,,,,,,,,,"H",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",151495,81178,0,70317,55740,50974,2696,76604,74891,138529,10840,494,0,2,40,61,72,58,223,58,7,3,0,1108,110,847,514,743,397,947,765,1842,2933,1231,569,112,48,629,190
"G2600770","1980","A","2","3","Michigan","26","3720","Kalamazoo","077",,,,,,,,,,,,,"G",,,,,,,,"KALAMAZOO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",212378,154990,0,57388,79813,75405,3907,102868,109510,192265,15846,644,9,5,223,285,140,193,344,196,23,9,4,2192,126,1241,783,1169,657,1378,1072,4088,6692,3704,2659,459,99,651,212
"G2600790","1980","A","2","3","Michigan","26",,"Kalkaska","079",,,,,,,,,,,,,"04",,,,,,,,"KALKASKA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",10952,0,0,10952,7596,3795,844,5491,5461,10875,3,34,0,0,5,8,2,7,0,3,0,0,0,15,21,27,25,41,9,67,21,77,93,44,9,1,1,72,173
"G2600810","1980","A","2","3","Michigan","26","3000","Kent","081",,,,,,,,,,,,,"B",,,,,,,,"KENT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",444506,350460,13019,81027,165282,155598,7853,214020,230486,403512,31460,2042,13,4,181,242,178,457,243,991,72,18,0,5093,324,2729,1856,2981,1584,2840,2358,8351,9880,4847,2615,259,236,1451,191
"G2600830","1980","A","2","3","Michigan","26",,"Keweenaw","083",,,,,,,,,,,,,"01",,,,,,,,"KEWEENAW COUNTY","0","0","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0",1963,0,0,1963,2149,833,341,1019,944,1942,9,1,0,0,0,1,1,0,0,0,0,0,0,9,9,12,8,14,2,6,5,2,3,1,0,0,0,30,123
"G2600850","1980","A","2","3","Michigan","26",,"Lake","085",,,,,,,,,,,,,"04",,,,,,,,"LAKE COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",7711,0,0,7711,10518,3050,4653,3783,3928,6333,1285,50,0,0,1,0,0,1,4,0,0,1,0,36,7,101,45,59,4,22,10,25,11,3,2,0,1,81,116
"G2600870","1980","A","2","3","Michigan","26","2160","Lapeer","087",,,,,,,,"35",,,,,"07",,,,,,,,"LAPEER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",70038,0,6198,63840,23026,21202,1129,34749,35289,68767,163,165,0,3,27,6,28,36,13,71,1,1,1,756,56,212,127,183,99,230,130,522,786,325,136,16,7,271,192
"G2600890","1980","A","2","3","Michigan","26",,"Leelanau","089",,,,,,,,,,,,,"03",,,,,,,,"LEELANAU COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",14007,0,0,14007,9073,5023,2200,7020,6987,13757,18,178,0,0,7,0,0,6,0,7,1,0,0,33,17,33,47,54,10,77,27,87,143,88,50,2,1,151,188
"G2600910","1980","A","2","3","Michigan","26",,"Lenawee","091",,,,,,,,,,,,,"09",,,,,,,,"LENAWEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",89948,0,34158,55790,33750,30044,3492,43783,46165,86530,758,167,3,1,32,43,76,55,32,52,3,0,0,2196,72,315,244,430,208,442,293,929,1595,610,230,16,7,422,192
"G2600930","1980","A","2","3","Michigan","26","2160","Livingston","093",,,,,,,,"35",,,,,"07",,,,,,,,"LIVINGSTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",100289,0,12834,87455,34951,31344,1805,50796,49493,98808,478,409,2,0,26,75,26,79,13,41,10,0,1,321,28,122,105,144,34,232,95,316,1280,1185,570,103,39,324,241
"G2600950","1980","A","2","3","Michigan","26",,"Luce","095",,,,,,,,,,,,,"02",,,,,,,,"LUCE COUNTY","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0",6659,0,0,6659,3574,2192,243,3319,3340,6392,1,254,0,0,0,0,7,0,0,1,1,0,0,3,13,55,35,34,8,33,12,28,42,9,5,0,0,49,140
"G2600970","1980","A","2","3","Michigan","26",,"Mackinac","097",,,,,,,,,,,,,"02",,,,,,,,"MACKINAC COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",10178,0,2632,7546,7624,3680,694,5072,5106,9246,5,901,0,0,2,3,0,6,2,0,0,0,0,13,15,83,70,107,30,83,27,55,50,15,4,2,1,102,139
"G2600990","1980","A","2","3","Michigan","26","2160","Macomb","099",,,,,,,,"35",,,,,"F",,,,,,,,"MACOMB COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",694600,651220,7045,36335,236602,229820,6635,340018,354582,675135,9142,1928,10,4,339,1136,1531,785,1577,174,35,33,6,2765,305,1828,698,830,430,903,956,3530,9430,15036,7953,1191,354,1844,259
"G2601010","1980","A","2","3","Michigan","26",,"Manistee","101",,,,,,,,,,,,,"03",,,,,,,,"MANISTEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",23019,0,7566,15453,12235,8490,1341,11208,11811,22615,47,202,0,0,5,0,9,18,7,10,2,0,0,104,30,239,161,217,69,155,104,173,157,48,16,0,4,190,146
"G2601030","1980","A","2","3","Michigan","26",,"Marquette","103",,,,,,,,,,,,,"01",,,,,,,,"MARQUETTE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",74101,0,43360,30741,30530,24514,2358,37979,36122,71570,1270,611,2,1,55,39,83,66,24,45,14,13,0,308,101,710,362,374,154,431,346,1288,1821,946,535,51,15,1407,195
"G2601050","1980","A","2","3","Michigan","26",,"Mason","105",,,,,,,,,,,,,"03",,,,,,,,"MASON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",26365,0,8937,17428,13228,9693,2256,12931,13434,25727,178,167,2,0,9,21,18,33,3,8,0,0,1,198,31,280,169,235,108,232,141,297,168,38,16,0,15,146,152
