StoreNbr,StoreName,StoreType,BuildingAddress,BuildingCity,BuildingStateProv,BuildingPostalCode,SizeSqFt,OpenDate,Latitude,Longitude
2625,MAIL ORDER PHARMACY TX,Wal-Mart,1025 WEST TRINITY MILLS MAIL,CARROLLTON,TX,75006,47114,6/30/1997,32.98268383,-96.91235336
2626,LIVE OAK FL,Supercenter,6868 US HIGHWAY 129,LIVE OAK,FL,32060,150024,8/19/1998,30.24498,-83.21285
2627,TAMPA FL,Supercenter,2701 E FLETCHER AVE,TAMPA,FL,33612,139964,1/26/2000,28.05673,-82.451615
2628,LEXINGTON KY,Supercenter,4051 NICHOLASVILLE RD,LEXINGTON,KY,40503,200084,1/27/1999,37.97796883,-84.52952472
2629,NORTHBRIDGE MA,Supercenter,100 VALLEY PKWY,WHITINSVILLE,MA,1588,185621,10/29/1997,42.122324,-71.671383
2630,JESUP GA,Supercenter,1100 N 1ST ST,JESUP,GA,31545,149704,9/16/1998,31.61348376,-81.87836546
2631,LIVONIA MI,Supercenter,29555 PLYMOUTH RD,LIVONIA,MI,48150,203941,1/27/1999,42.36902686,-83.33561326
2633,PISCATAWAY NJ,Wal-Mart,1303 CENTENNIAL AVE,PISCATAWAY,NJ,8854,134698,10/28/1998,40.55347904,-74.43998217
2634,GORHAM NH,Supercenter,561 MAIN ST,GORHAM,NH,3581,152513,4/15/1998,44.43069796,-71.1923996
2635,RICHMOND RETAIL,Wal-Mart,755 LILLARD DR,SPARKS,NV,89434,1,9/26/2011,39.54025415,-119.7112341
2636,HUNTINGTON BEACHCA,Wal-Mart,8230 TALBERT AVE,HUNTINGTON BEACH,CA,92646,135941,1/30/2002,33.665392,-117.968576
2637,MONROE NY,Supercenter,288 LARKIN DR,MONROE,NY,10950,204184,10/11/2000,41.32052861,-74.15016901
2638,ASHLAND (S) KY,Supercenter,12504 U.S. ROUTE 60,ASHLAND,KY,41102,149356,10/14/1998,38.441408,-82.688442
2639,GILFORD NH,Wal-Mart,1458 LAKE SHORE RD,GILFORD,NH,3249,69300,1/26/1998,43.546583,-71.404039
2640,SALEM MA,Wal-Mart,450 HIGHLAND AVE,SALEM,MA,1970,96227,3/18/1998,42.49368788,-70.93421613
2641,ALLENTOWN (SW) PA,Supercenter,1091 MILLCREEK RD,ALLENTOWN,PA,18106,208677,7/18/2001,40.5816,-75.52758
2642,APPLE VALLEY MN,Supercenter,7835 150TH ST W,APPLE VALLEY,MN,55124,203600,1/27/1999,44.74662,-93.20184
2643,WOODBURY MN,Supercenter,10240 HUDSON RD,WOODBURY,MN,55129,151199,9/14/2005,44.94490954,-92.89935077
2644,SAGINAW MI,Supercenter,5825 BROCKWAY RD,SAGINAW,MI,48638,216291,1/27/1999,43.43515045,-84.031101
2645,BLACKSTONE VA,Supercenter,1451 S MAIN ST,BLACKSTONE,VA,23824,109450,7/15/1998,37.081591,-77.999211
2646,PEARISBURG VA,Supercenter,160 KINTER WAY,PEARISBURG,VA,24134,109450,9/16/1998,37.32791538,-80.70877469
2647,WOODSTOCK VA,Supercenter,461 W RESERVOIR RD,WOODSTOCK,VA,22664,146634,1/27/1999,38.87230906,-78.53015926
2648,SAN LEANDRO CA EF,Wal-Mart,1919 DAVIS ST,SAN LEANDRO,CA,94577,136028,3/17/1999,37.71718857,-122.177515
2649,IRVING (NORTH) TX,Supercenter,1635 MARKET PLACE BLVD.,IRVING,TX,75063,222353,1/26/2000,32.91946381,-96.96867613
2650,PHILADELPHIA (NE) PA,Wal-Mart,#1 FRANKLIN MILLS BLVD,PHILADELPHIA,PA,19154,131498,3/18/1998,40.085444,-74.983544
2651,MANVILLE NJ,Wal-Mart,100 NO. MAIN STREET,MANVILLE,NJ,8835,125329,10/28/1998,40.55409194,-74.58368564
2652,GRANTS NM,Supercenter,1000 ROBERT RD,GRANTS,NM,87020,109630,3/17/1999,35.159241,-107.836997
2653,PORTALES NM,Supercenter,1604 E SPRUCE ST,PORTALES,NM,88130,109450,7/15/1998,34.15494,-103.33572
2654,TOMPKINSVILLE KY,Supercenter,1650 EDMONTON RD,TOMPKINSVILLE,KY,42167,109630,1/27/1999,36.72669103,-85.68736489
2656,ESPANOLA NM,Supercenter,1610 NO. RIVERSIDE DRIVE,ESPANOLA,NM,87532,152304,1/27/1999,35.97684,-106.15056
2657,CHANDLER KYRENE AZ,Neighborhood Market,6085 WEST CHANDLER BLVD,CHANDLER,AZ,85226,44560,8/28/2013,33.30524338,-111.9478943
2658,WEST BEND WI,Supercenter,1515 W PARADISE DR,WEST BEND,WI,53095,205576,10/14/1998,43.38898096,-88.11040425
2659,FAIRMOUTH ME,Wal-Mart,206 US RT 1,FALMOUTH,ME,4105,84256,8/19/1998,43.73030077,-70.22898069
2660,NORTH READING MA,Wal-Mart,72 MAIN ST,NORTH READING,MA,1864,104977,9/23/1998,42.57282159,-71.11020488
2662,COVINGTON VA,Supercenter,313 THACKER AVE,COVINGTON,VA,24426,146587,9/16/1998,37.75164,-80.04576
2663,EBENSBURG PA,Supercenter,300 WALMART DR,EBENSBURG,PA,15931,156882,1/27/1999,40.483822,-78.732605
2664,PUNXSUTAWNEY PA,Supercenter,21920 ROUTE #119,PUNXSUTAWNEY,PA,15767,107356,6/19/2002,40.944773,-78.978341
2665,SLIDELL LA,Supercenter,167 NORTHSHORE BLVD,SLIDELL,LA,70460,203750,8/18/1999,30.30565992,-89.82588217
2666,COLUMBUS (S) OH,Wal-Mart,3579 S HIGH ST,COLUMBUS,OH,43207,127711,3/17/1999,39.88909918,-83.00025001
2667,DALLAS (E) TX,Supercenter,7401 SAMUELL BLVD,DALLAS,TX,75228,208653,10/28/1998,32.79257927,-96.68832107
2668,RACINE WI,Supercenter,3049 S OAKES RD,STURTEVANT,WI,53177,203405,10/28/1998,42.697861,-87.91746
2671,CHANDLER AZ,Supercenter,1175 S ARIZONA AVE,CHANDLER,AZ,85286,203091,8/24/2005,33.28920777,-111.8386891
2672,LAMAR CO,Supercenter,1432 E OLIVE ST,LAMAR,CO,81052,112780,10/14/1998,38.08839615,-102.6038115
2674,GREENVILLE PA,Supercenter,45 WILLIAMSON RD,GREENVILLE,PA,16125,157020,10/13/1999,41.41371712,-80.35924853
2678,MISHAWAKA IN,Supercenter,316 INDIAN RIDGE BLVD,MISHAWAKA,IN,46545,208653,3/17/1999,41.71290732,-86.1812385
2679,ELKHART IN,Supercenter,175 COUNTRY ROAD #6 WEST,ELKHART,IN,46514,203750,3/17/1999,41.711357,-85.970759
2680,SOUTH BEND IN,Supercenter,3701 PORTAGE RD,SOUTH BEND,IN,46628,203750,3/17/1999,41.73730148,-86.29440261
2681,LITTLETONNH,Wal-Mart,615 MEADOW ST,LITTLETON,NH,3561,95848,10/14/1998,44.308081,-71.77106
2682,BERLIN VT,Wal-Mart,282 BERLIN MALL RD STE 1,BERLIN,VT,5602,74583,1/27/1999,44.21743398,-72.56426515
2683,HADLEY MA,Wal-Mart,337 RUSSELL ST,HADLEY,MA,1035,97017,1/26/2000,42.359966,-72.577472
2684,NEW MARTINSVILLE WV,Supercenter,1142 S BRIDGE ST,NEW MARTINSVILLE,WV,26155,153380,1/27/1999,39.65599313,-80.85818869
2687,GREER SC,Supercenter,14055 E WADE HAMPTON BLVD,GREER,SC,29651,183211,9/16/1998,34.968571,-82.255432
2688,TYLER TX,Supercenter,6801 S BROADWAY AVE,TYLER,TX,75703,208653,10/28/1998,32.27611763,-95.3067202
2690,MADISON AL,Supercenter,8650 MADISON BLVD,MADISON,AL,35758,203750,10/28/1998,34.68468,-86.79204
2691,NEW ALBANY IN,Supercenter,2910 GRANT LINE RD,NEW ALBANY,IN,47150,203622,6/19/2002,38.31606407,-85.82061894
2692,CHESTERFIELD MI,Supercenter,45400 MARKETPLACE BLVD,CHESTERFIELD,MI,48051,218050,3/20/2002,42.688473,-82.809772
2693,FENTON MI,Supercenter,3700 OWEN RD,FENTON,MI,48430,215494,1/23/2002,42.78967449,-83.74717582
2694,KIRKWOOD MO,Supercenter,1202 S KIRKWOOD RD,KIRKWOOD,MO,63122,147637,5/17/2000,38.56303778,-90.40370763
2695,CLERMONT FL,Supercenter,1450 JOHNS LAKE RD,CLERMONT,FL,34711,204452,1/27/2006,28.53120236,-81.73265927
2696,MOOREFIELD WV,Supercenter,11 HARNESS RD,MOOREFIELD,WV,26836,109630,1/27/1999,39.08748,-78.99594
2697,ANTIOCH CA EF,Wal-Mart,4893 LONE TREE WAY,ANTIOCH,CA,94531,130213,1/26/2000,37.96309756,-121.762029
2698,SEALY.COM STORE,Wal-Mart,3164 FM 3538 RD,SEALY,TX,77474,1,7/24/2012,29.783576,-96.158093
2700,DETROIT MI,Supercenter,9190 HIGHLAND RD,WHITE LAKE,MI,48386,158119,8/18/1999,42.65707016,-83.46762313
2702,NIXA MO,Supercenter,1102 N MASSEY BLVD,NIXA,MO,65714,151980,1/27/1999,37.06212458,-93.30323304
2703,FLORENCE SC,Supercenter,2014 S IRBY ST,FLORENCE,SC,29505,183211,1/27/1999,34.23320855,-79.75256806
2704,RANDLEMAN NC,Supercenter,1021 HIGH POINT ST,RANDLEMAN,NC,27317,151980,3/17/1999,35.82203655,-79.82381767
2705,FRANKLIN VA,Supercenter,1500 ARMORY DR,FRANKLIN,VA,23851,151980,1/27/1999,36.66797017,-76.9529153
2706,GRETNA (N) LA,Supercenter,1501 MANHATTAN BLVD,HARVEY,LA,70058,222090,1/26/2000,29.89179824,-90.05836336
2707,BEAVER DAM.COM STORE,Wal-Mart,117 DISTRIBUTION WAY,BEAVER DAM,WI,53916,1,5/8/2012,43.462045,-88.839358
2708,TEMECULA CA,Supercenter,32225 TEMECULA PKWY,TEMECULA,CA,92592,221537,10/28/2003,33.505961,-117.00392
2709,BROOKSVILLE.COM STORE,Wal-Mart,5100 KETTERING RD,BROOKSVILLE,FL,34602,1,5/22/2012,28.50316684,-82.21606124
2710,KETCHIKAN AK,Wal-Mart,4230 DON KING RD,KETCHIKAN,AK,99901,70511,3/21/2001,55.373751,-131.69256
2711,KODIAK AK,Wal-Mart,2911 MILL BAY RD,KODIAK,AK,99615,67170,3/31/1999,57.8110197,-152.3627994
2712,MYRTLE BEACH (S) SC,Supercenter,541 SEABOARD ST,MYRTLE BEACH,SC,29577,203750,1/26/2000,33.70254784,-78.91515123
2713,TRUSSVILLE AL,Supercenter,5919 TRUSSVILLE CROSSINGS PKWY,BIRMINGHAM,AL,35235,203750,5/17/2000,33.605039,-86.656101
2714,SPENCER IA,Supercenter,500 11TH ST SW,SPENCER,IA,51301,151980,8/18/1999,43.12672676,-95.15190787
2715,DIBERVILLE MS,Supercenter,3615 SANGANI BLVD,DIBERVILLE,MS,39540,203750,5/19/1999,30.45685163,-88.89503761
2716,CEDAR RAPIDS IA,Supercenter,3601 29TH AVE SW,CEDAR RAPIDS,IA,52404,205372,6/16/1999,41.94913189,-91.71963312
2717,HATTIESBURG MS,Supercenter,5901 U S HIGHWAY 49,HATTIESBURG,MS,39402,151980,8/18/1999,31.35115318,-89.3397666
2718,HOUSTON (C) TX,Wal-Mart,9555 S POST OAK RD,HOUSTON,TX,77096,123104,10/27/1999,29.67642103,-95.45775707
2719,BRISTOL CT,Wal-Mart,1400 FARMINGTON AVE,BRISTOL,CT,6010,122813,1/24/2001,41.69893834,-72.89608966
2720,MADISON MS,Supercenter,127 GRANDVIEW BLVD,MADISON,MS,39110,205343,7/16/2003,32.467942,-90.121854
2721,CAYEY PR,Supercenter,PLZ CALLE CENTL STATE 1 735,CAYEY,PR,736,181436,4/4/2001,18.118281,-66.161033
2722,FAIRBANKS AK,Supercenter,537 JOHANSEN EXPY,FAIRBANKS,AK,99701,245759,4/28/2004,64.836296,-147.715406
2723,SUMITON AL,Supercenter,690 HIGHWAY 78,SUMITON,AL,35148,151980,9/15/1999,33.753152,-87.05073
2724,PASADENA TX,Supercenter,1107 SHAVER ST,PASADENA,TX,77506,207493,9/15/1999,29.69270899,-95.21030041
2725,LEWIS CENTER OH,Supercenter,8659 COLUMBUS PIKE,LEWIS CENTER,OH,43035,203750,1/26/2000,40.16429099,-83.01965605
2726,REYNOLDSBURG OH,Supercenter,2793 TAYLOR ROAD EXT,REYNOLDSBURG,OH,43068,204184,1/26/2000,39.93847855,-82.78515186
2727,FLORIDA CITY FL,Supercenter,33501 S DIXIE HWY,FLORIDA CITY,FL,33034,224132,10/27/1999,25.450256,-80.489973
2728,DECATUR (S) IL,Supercenter,4625 E MARYLAND ST,DECATUR,IL,62521,183211,8/18/1999,39.81984429,-88.88436653
2729,FORT COLLINS-LOVELAND CO,Supercenter,1250 E MAGNOLIA ST,FORT COLLINS,CO,80524,213445,10/24/2001,40.58598886,-105.0549317
2730,TARBORO NC,Supercenter,110 RIVER OAKS DR,TARBORO,NC,27886,151980,1/26/2000,35.88345442,-77.54563119
2732,VILLA RICA GA,Supercenter,600 CARROLLTON VILLA RICA HWY,VILLA RICA,GA,30180,152300,1/26/2000,33.708023,-84.932487
2733,PERRY GA,Supercenter,1009 SAINT PATRICKS DR,PERRY,GA,31069,152300,7/21/1999,32.47477423,-83.74224267
2734,NORMAN (E) OK,Supercenter,601 12TH AVE NE,NORMAN,OK,73071,151980,6/16/1999,35.244565,-97.415094
2735,SACRAMENTO CA,Supercenter,6051 FLORIN RD,SACRAMENTO,CA,95823,195250,10/24/2001,38.49887197,-121.4337252
2738,MIDWAY.COM STORE,Wal-Mart,1653 POTTER TOWN RD,MIDWAY,TN,37809,1,6/5/2012,36.20198617,-83.02197739
2739,BAY MINETTE AL,Supercenter,701 MCMEANS AVE,BAY MINETTE,AL,36507,159379,8/18/1999,30.874562,-87.775538
2740,TAMPA FL,Supercenter,19910 BRUCE B DOWNS BLVD,TAMPA,FL,33647,199724,10/11/2000,28.15541954,-82.35576972
2741,BENTONVILLEAR WNM/NEIGHB,Neighborhood Market,3510 SE 14TH ST,BENTONVILLE,AR,72712,40257,10/7/1998,36.35455993,-94.17099445
2742,SPRINGDALEAR WNM/NEIGHB,Neighborhood Market,1375 MARKET SQUARE DR,SPRINGDALE,AR,72762,40257,11/11/1998,36.17477794,-94.16302831
2743,SHERWOODAR WNM NEIGH MKT,Neighborhood Market,8801 HIGHWAY 107,SHERWOOD,AR,72120,40257,10/14/1998,34.83473865,-92.23175464
2744,FORT SMITHAR WNM NEIGH M,Neighborhood Market,4900 ROGERS AVE STE 101J,FORT SMITH,AR,72903,40257,11/11/1998,35.36614411,-94.37771985
2745,FAYETTEVILLEAR WNM NEIGH,Neighborhood Market,2690 E CITIZENS DR,FAYETTEVILLE,AR,72703,40257,11/3/1999,36.08758067,-94.12335834
2746,SHELBY .COM STORE,Wal-Mart,240 WALMART DR,SHELBY,NC,28150,1,6/26/2012,35.304225,-81.551791
2747,WARWICK (W) RI,Wal-Mart,650 BALD HILL RD,WARWICK,RI,2886,139058,1/23/2002,41.72351542,-71.48066645
2748,GULF SHORES AL,Supercenter,170 E FORT MORGAN RD,GULF SHORES,AL,36542,186832,7/21/2004,30.274095,-87.715267
2749,SPRUCE PINE NC,Supercenter,2514 HALLTOWN RD,SPRUCE PINE,NC,28777,151980,1/26/2000,35.87107367,-82.04184158
2750,HOPKINSVILLE .COM STORE,Wal-Mart,698 CRENSHAW BLVD,HOPKINSVILLE,KY,42240,1,7/17/2012,36.868139,-87.479532
2751,ENGLEWOOD (N) CO,Supercenter,601 ENGLEWOOD PKWY,ENGLEWOOD,CO,80110,147679,9/20/2000,39.65473245,-104.9958893
2752,COMMERCE CITY CO,Supercenter,5990 DAHLIA ST,COMMERCE CITY,CO,80022,154761,10/27/1999,39.80457116,-104.9287961
2753,CLAYTON GA,Supercenter,1455 HIGHWAY 441 S,CLAYTON,GA,30525,154015,5/17/2000,34.90477758,-83.39130416
2754,WAYNESBORO GA,Supercenter,1500 N LIBERTY ST,WAYNESBORO,GA,30830,109630,10/27/1999,33.092086,-82.019367
2755,FLOWOOD MS,Supercenter,5341 HIGHWAY 25,FLOWOOD,MS,39232,188127,9/15/1999,32.34455436,-90.0509589
2756,FREDERICK (N),Wal-Mart,1811 MONOCACY BLVD,FREDERICK,MD,21701,135670,3/20/2002,39.41832,-77.33616
2758,PLYMOUTH NH,Supercenter,683 TENNEY MOUNTAIN HWY,PLYMOUTH,NH,3264,151980,10/30/2002,43.77089384,-71.74749187
2760,JACKSON AL,Supercenter,4206 N COLLEGE AVE,JACKSON,AL,36545,110955,9/15/1999,31.527175,-87.891357
2761,POUNDING MILL VA,Supercenter,13320 G.C. PEERY HWY,POUNDING MILL,VA,24637,151980,6/14/2000,37.05798,-81.73812
2762,RADFORD VA,Supercenter,7373 PEPPERS FERRY BLVD,FAIRLAWN,VA,24141,151980,8/18/1999,37.15208259,-80.58402925
2764,ALTOONA IA,Supercenter,3501 8TH ST SW,ALTOONA,IA,50009,183211,3/15/2000,41.64629212,-93.50479231
2766,SCOTTSDALE (N) AZ,Supercenter,15355 N NORTHSIGHT BLVD,SCOTTSDALE,AZ,85260,208772,1/26/2000,33.62338127,-111.893789
2767,MESA (NORTH) AZ,Supercenter,4505 E MCKELLIPS RD,MESA,AZ,85215,223631,1/21/2004,33.44957348,-111.7336259
2768,MESA (S) AZ,Supercenter,1955 S STAPLEY DR,MESA,AZ,85204,219750,10/27/1999,33.38049005,-111.8034784
2771,MONTICELLO IN,Supercenter,1088 W BROADWAY ST,MONTICELLO,IN,47960,151980,3/15/2000,40.74506792,-86.77502348
2772,SOUTHPORT NC,Supercenter,1675 N HOWE ST,SOUTHPORT,NC,28461,154015,1/26/2000,33.98328,-78.04848
2777,SUPRISEAZ,Supercenter,13770 W BELL RD,SURPRISE,AZ,85374,229541,5/17/2000,33.64255917,-112.3577113
2778,COOLIDGE AZ,Supercenter,1695 N ARIZONA BLVD,COOLIDGE,AZ,85128,107356,1/24/2001,32.99366996,-111.523948
2780,CALDWELL ID,Supercenter,5108 CLEVELAND BLVD,CALDWELL,ID,83607,203750,8/16/2000,43.63100696,-116.6410148
2781,NAMPA ID,Supercenter,2100 12TH AVE RD,NAMPA,ID,83686,204184,8/16/2000,43.533311,-116.574597
2782,MOUNTAIN HOME ID,Supercenter,2745 AMERICAN LEGION BLVD,MOUNTAIN HOME,ID,83647,154015,8/16/2000,43.13564941,-115.6659459
2783,LEXINGTON (NE) KY,Supercenter,500 W NEW CIRCLE RD,LEXINGTON,KY,40511,201384,1/26/2000,38.09751,-84.497054
2784,BEATRICE NE,Supercenter,3620 N 6TH ST,BEATRICE,NE,68310,154693,1/26/2000,40.30283159,-96.74676956
2785,VICTOR NY,Supercenter,441 COMMERCE DR,VICTOR,NY,14564,99581,3/17/2010,42.979988,-77.424394
2786,AVON IN,Supercenter,9500 E US HIGHWAY 36,AVON,IN,46123,203622,1/21/2004,39.7637622,-86.34958904
2787,INDIANAPOLIS (N) IN,Supercenter,7325 N KEYSTONE AVE,INDIANAPOLIS,IN,46240,219750,3/15/2000,39.88819225,-86.12191633
2788,BROWNSBURG IN,Supercenter,400 W NORTHFIELD DR,BROWNSBURG,IN,46112,188222,1/26/2000,39.86009708,-86.40532896
2789,BOYNTON BEACH(E) FL,Supercenter,3200 OLD BOYNTON RD,BOYNTON BEACH,FL,33436,219750,1/24/2001,26.53151545,-80.0943559
2791,GEORGETOWN DE,Supercenter,4 COLLEGE PARK LN,GEORGETOWN,DE,19947,109630,8/16/2000,38.68802,-75.382138
2792,WAYNE WV,Supercenter,100 MCGINNIS DR,WAYNE,WV,25570,109630,9/15/1999,38.221065,-82.447234
2793,KERNERSVILLE NC,Supercenter,1130 S MAIN ST,KERNERSVILLE,NC,27284,192544,1/26/2000,36.10763339,-80.09884369
2794,EPHRAIM UT,Supercenter,777 N MAIN ST,EPHRAIM,UT,84627,110798,8/16/2000,39.37248769,-111.587072
2795,ASHLAND VA,Supercenter,145 HILL CARTER PKWY,ASHLAND,VA,23005,152312,6/18/2003,37.747553,-77.471865
2796,OLDSMAR FL,Supercenter,3801 TAMPA RD,OLDSMAR,FL,34677,208052,10/24/2001,28.0441046,-82.6744986
2797,STURBRIDGE MA,Wal-Mart,100 CHARLTON RD,STURBRIDGE,MA,1566,96730,9/15/1999,42.12790422,-72.05866594
2799,CLINTON MD,Wal-Mart,8745 BRANCH AVE,CLINTON,MD,20735,134247,10/25/2000,38.77357004,-76.88696556
2803,EDMOND (NW) OK,Supercenter,2200 W DANFORTH RD,EDMOND,OK,73003,209115,5/17/2000,35.66741742,-97.51275419
2804,OKLAHOMA CITY (C) OK,Supercenter,1801 BELLE ISLE BLVD,OKLAHOMA CITY,OK,73118,219750,7/19/2000,35.52543109,-97.54034853
2805,EMPORIA VA,Supercenter,303 MARKET DR,EMPORIA,VA,23847,109630,1/26/2000,36.70289969,-77.54381864
2806,BOILING SPRINGS SC,Supercenter,4000 HWY #9,BOILING SPRINGS,SC,29316,183211,10/13/1999,35.056379,-81.964009
2807,HARRISONBURG VA,Supercenter,2160 JOHN WAYLAND HWY,HARRISONBURG,VA,22801,151980,1/26/2000,38.442152,-78.874027
2808,MIDLOTHIAN (S) VA,Supercenter,12200 CHATTANOOGA PLZ,MIDLOTHIAN,VA,23112,219750,5/17/2000,37.433683,-77.64787
2809,BUCKHANNON WV,Supercenter,100 BUCKHANNON CROSSROADS,BUCKHANNON,WV,26201,154015,8/16/2000,38.983537,-80.225375
2810,SPENCER WV,Supercenter,97 WILLIAMS DR,SPENCER,WV,25276,110736,1/26/2000,38.79845,-81.353076
2811,ATHENS GA,Supercenter,4375 LEXINGTON RD,ATHENS,GA,30605,206044,1/26/2000,33.93669513,-83.30675487
2812,ROCHESTER (S) MN,Supercenter,25 25TH ST SE,ROCHESTER,MN,55904,206178,3/15/2000,43.98559,-92.4615706
2813,MARSHFIELD WI,Supercenter,2001 N CENTRAL AVE,MARSHFIELD,WI,54449,186113,4/19/2000,44.6855655,-90.16009033
2814,HIALEAH GARDENS (NW) FL,Supercenter,9300 NW 77TH AVE,HIALEAH,FL,33016,228814,9/20/2000,25.85850505,-80.3251411
2815,ROLLING MEADOWS IL,Wal-Mart,1460 GOLF RD,ROLLING MEADOWS,IL,60008,133989,5/17/2000,42.05136962,-88.00203656
2816,NILES IL,Wal-Mart,5630 W TOUHY AVE,NILES,IL,60714,132087,4/19/2000,42.0120344,-87.7689079
2817,LANSING IL,Wal-Mart,16771 TORRENCE AVE,LANSING,IL,60438,128466,1/24/2001,41.5892979,-87.55874935
2818,HAMMOND IN,Wal-Mart,1828 165TH ST,HAMMOND,IN,46320,145554,6/14/2000,41.613152,-87.504662
2819,BLUFFTON IN,Supercenter,2100 N MAIN ST,BLUFFTON,IN,46714,151980,1/26/2000,40.71876,-85.19484
2820,WORTHINGTON MN,Supercenter,1055 RYANS RD,WORTHINGTON,MN,56187,151980,1/26/2000,43.622198,-95.600942
2821,RICHMOND(CHIPPENHAM) VA,Supercenter,2410 SHEILA LN,RICHMOND,VA,23225,219750,3/15/2000,37.53259678,-77.53168925
2822,WALKER LA,Supercenter,28270 WALKER RD S,WALKER,LA,70785,158104,3/15/2000,30.519892,-90.851667
2823,PARKERSBURG (S) WV,Supercenter,2900 PIKE ST,PARKERSBURG,WV,26101,154015,1/26/2000,39.263058,-81.53612
2825,OLD BRIDGE NJ,Wal-Mart,1126 US HIGHWAY 9,OLD BRIDGE,NJ,8857,134247,9/19/2001,40.4537973,-74.29723936
2827,CORALVILLE IA,Supercenter,2801 COMMERCE DR,CORALVILLE,IA,52241,203750,11/1/2000,41.69584778,-91.61184939
2828,MILWAUKEE (S) WI,Supercenter,3355 S 27TH ST,MILWAUKEE,WI,53215,208828,1/24/2001,42.98394563,-87.94840367
2830,EDDYSTONE PA,Wal-Mart,1570 CHESTER PIKE,EDDYSTONE,PA,19022,141147,1/24/2001,39.86651791,-75.34121351
2831,JEROME ID,Supercenter,2680 S LINCOLN AVE,JEROME,ID,83338,154015,8/16/2000,42.69701093,-114.518369
2832,HARDEEVILLE SC,Supercenter,4400 HIGHWAY 278,HARDEEVILLE,SC,29927,151980,5/17/2000,32.30935648,-80.99507463
2833,GRAFTON WV,Supercenter,#1 WAL-MART LANE,GRAFTON,WV,26354,109630,1/26/2000,39.343632,-80.022519
2836,FUQUAY-VARINA NC,Supercenter,1051 E BROAD ST,FUQUAY VARINA,NC,27526,154450,3/20/2002,35.59440613,-78.78150933
2837,LAS VEGAS NV,Supercenter,4350 N NELLIS BLVD,LAS VEGAS,NV,89115,206302,8/16/2000,36.23914267,-115.0600746
2838,HENDERSON (N) NV,Supercenter,540 MARKS ST,HENDERSON,NV,89014,219750,1/24/2001,36.06111497,-115.0334947
2841,LUMBERTON NJ,Wal-Mart,1740 ROUTE 38,LUMBERTON,NJ,8048,136126,10/25/2000,39.956414,-74.804349
2842,CORONA CA,Supercenter,1290 E ONTARIO AVE,CORONA,CA,92881,134356,3/14/2001,33.84578498,-117.5406777
2843,SUMMERFIELD FL,Supercenter,17961 S US HIGHWAY 441,SUMMERFIELD,FL,34491,185098,6/14/2000,28.991165,-82.046372
2844,HALFMOON NY,Supercenter,1549 ROUTE 9,CLIFTON PARK,NY,12065,204167,7/18/2001,42.84344121,-73.74765528
2845,SILER CITY NC,Supercenter,150 WALMART SUPERCENTER,SILER CITY,NC,27344,154015,7/19/2000,35.72346,-79.42542
2846,OLIVE BRANCH MS,Supercenter,7950 CRAFT GOODMAN FRONTAGE RD,OLIVE BRANCH,MS,38654,183211,4/19/2000,34.96406707,-89.8529106
2847,BELLEVUE NE,Supercenter,10504 S 15TH ST,BELLEVUE,NE,68123,204174,1/24/2001,41.15870457,-95.93545642
2849,MASON WV,Supercenter,320 MALLARD LANE,MASON,WV,25260,109630,1/26/2000,39.017584,-82.027784
2850,HAMPSTEAD MD,Supercenter,2320 NO. HANOVER PIKE,HAMPSTEAD,MD,21074,163102,8/16/2000,39.63981252,-76.86854427
2852,MOUNDSVILLE WV,Supercenter,10 WALMART DR,MOUNDSVILLE,WV,26041,201493,1/31/2006,39.925293,-80.736568
2853,LA PLATA MD,Wal-Mart,40 DRURY DR,LA PLATA,MD,20646,141897,1/24/2001,38.54887902,-76.98405846
2854,LISBON CT,Supercenter,180 RIVER RD,LISBON,CT,6351,184094,8/22/2001,41.5866668,-71.99205334
2855,SHAWNEE KS,Supercenter,16100 W 65TH ST,SHAWNEE,KS,66217,207006,10/25/2000,39.00945378,-94.77274731
2856,OAK GROVE MO,Supercenter,201 SE SALEM ST,OAK GROVE,MO,64075,109630,1/26/2000,39.0141984,-94.12381953
2857,KANSAS CITY (NW) MO,Supercenter,8551 N BOARDWALK AVE,KANSAS CITY,MO,64154,205499,2/28/2001,39.25191593,-94.65570261
2859,GATES NY,Supercenter,2150 CHILI AVE,ROCHESTER,NY,14624,204167,8/22/2001,43.13081094,-77.69002694
2860,POOLER GA,Supercenter,160 POOLER PKWY,POOLER,GA,31322,185829,1/26/2000,32.13928793,-81.25181199
2861,BOISE ID,Supercenter,7319 W STATE ST,BOISE,ID,83714,202054,8/14/2002,43.6709801,-116.2843135
2862,MERIDIAN ID,Supercenter,4051 E FAIRVIEW AVE,MERIDIAN,ID,83642,206347,2/28/2001,43.61795827,-116.3454941
2864,SAN ANTONIO TX,Supercenter,6703 LESLIE RD,SAN ANTONIO,TX,78254,203750,6/14/2000,29.49439284,-98.70555082
2865,SPOKANE (W) WA,Wal-Mart,2301 W WELLESLEY AVE,SPOKANE,WA,99205,147590,4/19/2000,47.69950527,-117.4456035
2866,OKEMOS MI,Wal-Mart,5110 TIMES SQUARE PL,OKEMOS,MI,48864,142344,7/16/2003,42.707769,-84.42075
2867,LANSING MI,Wal-Mart,3225 TOWNE CENTRE BLVD,LANSING,MI,48912,150736,8/25/2004,42.735638,-84.523037
